id,name,level,summary,Industries_Served
ntt+data,NTT DATA,Gold,"NTT DATA – a part of NTT Group – is a trusted global innovator of IT and business services headquartered in Tokyo. We help clients transform through consulting, industry solutions, business process services, IT modernization and managed services.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
moonraft+innovation+labs,Moonraft Innovation Labs,Silver,"Moonraft, a UST Company, specializes in design-driven Digital Innovation and Customer Experience Management Solutions. We bring together design, art & technology to deliver personalized & consistent customer experiences that drive business outcomes","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
aiti+smart%2C+s.r.o.,"AITI Smart, s.r.o.",Bronze,Introducing AITI.cz: Your Magento Ecommerce Solutions Partner,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
astral+web+taiwan,Astral Web Taiwan,Bronze,We’re eCommerce Specialists! Astral Web Transforms Businesses Online.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
axamit,Axamit,Bronze,Expert Consultants Fusing Business Vision with Technology Solutions,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
birlasoft+limited,BIRLASOFT LIMITED,Bronze,Birlasoft is a global information technology services and consulting company that provides a wide range of IT solutions and services to businesses across various industries.,"[""B2B High Tech"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom""]"
cybersolutions+usa+llc,CyberSolutions USA LLC,Bronze,"CyberSolutions is a global leader in Magento development. Not only are we developers, but we consider ourselves a partner and extension of the companies we work for. Work with us and leverage our expertise of over 16 years in E-commerce.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Retail""]"
divante+s.a.,Divante S.A.,Bronze,"Empowering eCommerce. Divante is a global e-commerce technology company, helping their customers grow by implementing the best solutions that meet their needs.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
graybox,GRAYBOX,Bronze,"GRAYBOX is a digital consulting agency that helps solve challenges, reach audiences and optimizes operations with elegance, utility & expertise.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Manufacturing & Distribution"", ""Non-Profit"", ""Retail"", ""Travel & Hospitality""]"
globant,Globant,Bronze,"Globant (NYSE: GLOB) is a digitally native company that helps organizations reinvent themselves to create a way forward and unleash their potential. It is the place where innovation, design and engineering meet scale.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
humcommerce,HumCommerce,Bronze,eCommerce Solutions for B2B & B2C brands,"[""B2B High Tech"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Retail""]"
it+consultis,IT Consultis,Bronze,"IT Consultis (ITC) is an award-winning Digital Transformation Consultancy in China & Asia, empowering Fortune 500 companies and C-Levels with the right strategy & execution playbook.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
icon+commerce,Icon Commerce,Bronze,"We are an Ecommerce Agency focused on the Future. We are Amazon, Shopify and Magento Experts. We Enable Brand Commerce. We offer complete Magento 2 services, support and a proven process that drives results.","[""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Manufacturing & Distribution""]"
interactone+inc,InteractOne Inc,Bronze,"InteractOne specializes in the mid-market (merchants generating online sales of $4MM-$100MM). Since 1998, we have been helping clients exceed their eCommerce expectations. We will build your eCommerce site, help maintain it, and help drive sales.","[""Automotive"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Retail"", ""Travel & Hospitality""]"
jakala+s.p.a.,JAKALA S.p.A.,Bronze,"JAKALA is the first Italian Martech Company offering its customers strategic, analytics, digital and technological support by leveraging on unique assets and know-how, as well as adopting innovative models aimed at achieving measurable results.","[""Automotive"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
leanswift+solutions%2C+inc.,"LeanSwift Solutions, Inc.",Bronze,"We have been delivering integration solutions for 20+ years with a focus on INFOR ERP, eCommerce, and mobile. Our Magento implementation experience covers B2B, B2C, and hybrid customers of all sizes.","[""Automotive"", ""B2B High Tech"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Retail""]"
leeto+digital+agency,Leeto Digital Agency,Bronze,Leeto Digital Agency - Custom Magento Developments,"[""B2B High Tech"", ""Other (HR / IT / Legal / etc.)"", ""Retail""]"
lingaro+digital+commerce+sp.+z+o.o.,Lingaro Digital Commerce sp. z o.o.,Bronze,"We are Lingaro Group’s digital commerce practice, helping businesses redefine their digital customer experience and elevate their e-commerce capabilities.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Retail""]"
net+solutions,Net Solutions,Bronze,"We design, build and grow digital products and platforms for global brands.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
objectwave,ObjectWave,Bronze,ObjectWave is a full-service digital solution provider focused on our customer’s customer. An Adobe partner since 2013 with experience implementing the full stack of Adobe solutions. Also a Magento Partner with over 60 successful ecommerce implementations,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
retail+reinvented,Retail Reinvented,Bronze,"eCommerce Management Agency - We build, grow & manage eCommerce businesses for global brands.","[""B2B High Tech"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Retail""]"
skavatar,SKAVATAR,Bronze,"Skavatar offers web development, technology support, strategy & consulting, design services and more.","[""B2B High Tech"", ""Education"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
smartosc+corporation,SmartOSC Corporation,Bronze,We Build Data-Driven Ecommerce Stores that Convert,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
technopath,Technopath,Bronze,We mold technology for your success.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Retail""]"
zensar+technologies,Zensar Technologies,Bronze,Think Velocity with Zensar,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
media.monks,Media.Monks,Platinum,"Media.Monks is a digital-first marketing and advertising services company that connects content, data&digital media and technology services across one global team built from the bottom up","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
publicis+groupe,Publicis Groupe,Platinum,Publicis Groupe provides full lifecycle digital and traditional marketing services to premier brands and organizations throughout the world.,"[""Education"", ""Financial Services / Insurance"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail""]"
razorfish%2C+llc,"Razorfish, LLC",Platinum,"Razorfish is a full-service agency with digital and technology at the core. We create experiences that build businesses, combining the best thought leadership of the consulting world with the leading capabilities of the marketing services industry.","[""Other (HR / IT / Legal / etc.)""]"
axeno+consulting,Axeno Consulting,Gold,Axeno is a customer experience studio specializing in Adobe Experience Cloud powered with great design capabilities.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Retail""]"
leappoint,LeapPoint,Gold,"Helping companies connect work, technology, and talent to drive successful outcomes.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
r2integrated,R2Integrated,Gold,"R2integrated is a digital experience agency focused on accelerating results for our clients through the integration of data, insights, strategic design, and Adobe technology.  Specializations include AEM, Analytics, and Media.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Travel & Hospitality""]"
seidor+opentrends,Seidor Opentrends,Gold,"On the market since 1982, Seidor is a group of companies with 100% Spanish capital, dedicated to providing comprehensive solutions to changing business requirements in the field of information technology.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
shift+paradigm,Shift Paradigm,Gold,Shift Paradigm is a marketing and revenue operations consultancy that leads meaningful shifts to drive meaningful results.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
abeam+consulting,ABeam Consulting,Bronze,"From Japan, from Asia, a global consulting firm supporting enterprise transformation for a digital age.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
ansira+partners%2C+llc,"Ansira Partners, LLC",Bronze,"Ansira is a marketing technology and services firm that helps brands orchestrate, personalize and contextualize customer engagements to drive exceptional business results and create unique industry-recognized solutions for their clients.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
argondigital,ArgonDigital,Bronze,ArgonDigital is a results-oriented ecommerce agency that combines data-driven strategy and user-centric design to build amazing ecommerce experiences.,"[""B2B High Tech"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail""]"
beyondsoft+consulting+inc.,Beyondsoft Consulting Inc.,Bronze,"Beyondsoft provides a broad range of high-quality IT services, including cloud, big data and analytics, business process outsourcing, custom software engineering, test automation, digital enablement, and other digital transformation solutions.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
brandwidth+marketing+ltd,Brandwidth Marketing Ltd,Bronze,"Disruptive thinking and digital innovation, backed by strong execution","[""Automotive"", ""B2B High Tech"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
capo+commerce%2C+llc.,"Capo Commerce, LLC.",Bronze,Capo Commerce exists to solve e-commerce at scale for mid-sized brands that deserve holistic expertise. We help you realize better investments to grow revenue and increase lifetime economic value.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Retail""]"
carahsoft+technology+corp.,Carahsoft Technology Corp.,Bronze,"Carahsoft has provided Adobe solutions to government agencies for more than 15 years, transforming how agencies securely create, manage, deliver and optimize personalized digital experiences across platforms with FedRAMP-authorized services.","[""Government / Public Sector""]"
dxc+technology,DXC Technology,Bronze,"DXC has delivered mission critical IT services for over 60 years, with 130K people in 70+ countries","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
ebizon+digital,Ebizon Digital,Bronze,EbizON a leading e-commerce and digital activation agency working to provide world class web solutions at the tip of your fingers!,"[""B2B High Tech"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)""]"
elevate+digital,Elevate Digital,Bronze,Elevate Digital: Creating Adobe Solutions That Connect and Accelerate Measurable Customer Experiences,"[""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Travel & Hospitality""]"
envolvemedia+llc,Envolvemedia LLC,Bronze,Envolvemedia is a collaboration and elearning consulting company that maximizes your Return on Collaboration. We believe that for organizations to succeed in the next decade they must create a collaboration-aware enterprise that leverages a new work parad,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
graphically+speaking,Graphically Speaking,Bronze,"Graphically Speaking's team of web specialists has a proven track record of providing comprehensive web development services for over 3,000 website projects. We are dedicated to providing each client with the best possible return on their web investment.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
hexaware+technologies+ltd,Hexaware Technologies Ltd,Bronze,Hexaware Technologies,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
impelsys+inc.,Impelsys Inc.,Bronze,"Impelsys is a leading provider of technology solutions and services for content publishers, learning providers and enterprises – managing content and learning delivery on its flagship platform, the World’s Most Comprehensive Read-to-Learn Solution.","[""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences""]"
kin+and+carta,Kin and Carta,Bronze,"Our developers have been working with Adobe for many years on some of the world’s largest projects. This has enabled us to provide our clients with the advantage of a unified marketing platform for delivering content across web, mobile and apps. Kin+Carta","[""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Retail""]"
mw2+consulting,MW2 Consulting,Bronze,"Magento optimization and development are the core of our e-commerce services. Our teams have industry knowledge, e-commerce best-practices and Magento best-practices to ensure you always have a best-in-class system.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail""]"
pixafy,Pixafy,Bronze,eCommerce + ERP: The  erpCommerce™ Agency.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail""]"
plus+company,Plus Company,Bronze,Plus Company is a unique partnership of forward-thinking agencies.  We unabashedly believe that anything is possible.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Retail"", ""Travel & Hospitality""]"
protiviti,Protiviti,Bronze,"Protiviti Digital is an innovative solution to deliver human centric experiences from Protiviti, a global consulting firm","[""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
staylime,Staylime,Bronze,"Staylime is a Magento design & development company that delivers ecommerce solutions to companies of all sizes, providing end users with engaging omnichannel shopping experience.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
sutrix+group,Sutrix Group,Bronze,"With over 20 years of delivering compelling digital experiences, Sutrix Group offers onsite Adobe Experience Cloud (AEC) consultancy and hybrid AEC development & integration services globally.","[""Automotive"", ""B2B High Tech"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Retail""]"
tmg,TMG,Bronze,TMG is a full-service commerce consultancy focused on customer experiences and digital transformation.,"[""B2B High Tech"", ""Consumer Packaged Goods"", ""Healthcare & Life Sciences"", ""Manufacturing & Distribution"", ""Retail""]"
to+the+new+pte+ltd,TO THE NEW Pte Ltd,Bronze,Providing a great digital experience leveraging the power of tech & innovation,"[""Automotive"", ""B2B High Tech"", ""Education"", ""Financial Services / Insurance"", ""Government / Public Sector"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
techouts+inc.,Techouts Inc.,Bronze,"Techouts has expertise in implementing large CX Technologies like AEM, Analytics, Personalizing engine and eCommerce. And one of the handful of partners with expertise in integrating SAP Hybris+AEM, and Magento+AEM.","[""Automotive"", ""B2B High Tech"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
thought+leader+systems,Thought Leader Systems,Bronze,"Thought Leader Systems is a consulting, agency and training company providing the right software, strategy and campaigns for market success and thought leadership","[""Automotive"", ""B2B High Tech"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail""]"
vation+digital+private+limited,Vation Digital Private Limited,Bronze,"Vation is a digital experience agency that aims to revolutionize the way businesses interact with their customers and employees by crafting experiences that resonate, inspire, and foster lasting loyalty.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Manufacturing & Distribution"", ""Media, Entertainment & Telecom"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
web+force+5,Web Force 5,Bronze,"More than you'd imagine, for less than you'd expect.","[""Automotive"", ""Consumer Packaged Goods"", ""Education"", ""Manufacturing & Distribution"", ""Non-Profit"", ""Retail"", ""Travel & Hospitality""]"
webloo,Webloo,Bronze,"Delivering consistent and groundbreaking creative solutions takes a village. That’s why at Webloo we’re backed by some of the world’s praiseworthy designers, engineers, and marketing pros.","[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Financial Services / Insurance"", ""Media, Entertainment & Telecom"", ""Retail"", ""Travel & Hospitality""]"
conexio,conexio,Bronze,Conexio is a global Customer Experience Management agency helping leading brands to create meaningful connections with their customers.,"[""Automotive"", ""B2B High Tech"", ""Consumer Packaged Goods"", ""Education"", ""Financial Services / Insurance"", ""Media, Entertainment & Telecom"", ""Non-Profit"", ""Other (HR / IT / Legal / etc.)"", ""Retail"", ""Travel & Hospitality""]"
